security_score,gas_optimization_score,code_quality_score,maintainability_score,production_readiness,auto_security_score,auto_gas_score,auto_complexity_score,code_id
7,7,9,6,7,66.0,75.0,100.0,579
6,7,9,9,7,63.0,66.0,91.0,580
7,6,7,8,7,71.0,56.0,100.0,581
5,6,7,8,7,55.0,61.0,100.0,582
9,6,8,6,8,91.0,64.0,91.0,583
8,6,6,8,9,75.0,58.0,99.0,584
9,9,6,6,8,95.0,91.0,90.0,585
6,9,8,6,8,58.0,87.0,98.0,586
7,2,9,6,7,65.0,19.0,100.0,587
6,6,9,6,8,60.0,58.0,100.0,588
8,8,5,7,7,78.0,81.0,71.0,589
3,7,8,5,5,35.0,67.0,83.0,590
6,4,6,5,6,63.0,41.0,79.0,591
5,6,4,6,7,53.0,58.0,82.0,592
6,7,9,5,6,60.0,65.0,76.0,593
7,10,7,8,8,75.0,100.0,88.0,594
7,6,5,8,7,70.0,58.0,98.0,595
9,5,6,9,7,93.0,52.0,100.0,596
3,4,4,9,8,26.0,45.0,95.0,597
5,4,8,8,9,46.0,37.0,90.0,598
7,9,8,8,9,75.0,88.0,99.0,599
7,6,7,9,10,72.0,63.0,98.0,600
5,7,6,7,7,46.0,73.0,74.0,601
8,8,5,7,6,85.0,79.0,72.0,602
4,3,6,5,6,42.0,26.0,77.0,603
6,7,7,5,6,63.0,67.0,73.0,604
5,7,9,6,6,52.0,66.0,87.0,605
9,4,5,7,7,91.0,43.0,81.0,606
6,5,9,5,6,58.0,45.0,74.0,607
9,5,7,6,7,94.0,51.0,73.0,608
9,4,6,8,7,89.0,41.0,84.0,609
5,6,6,6,6,46.0,59.0,86.0,610
6,5,8,6,5,63.0,51.0,85.0,611
4,7,5,6,8,41.0,66.0,80.0,612
4,6,7,7,6,44.0,63.0,100.0,613
7,7,3,7,8,65.0,66.0,100.0,614
8,7,6,8,6,83.0,68.0,100.0,615
9,8,8,7,6,87.0,81.0,100.0,616
10,5,10,6,8,95.0,55.0,93.0,617
8,5,5,8,7,80.0,45.0,93.0,618
7,7,9,6,6,71.0,67.0,100.0,619
6,3,7,7,7,55.0,34.0,100.0,620
5,7,8,8,6,53.0,72.0,100.0,621
7,7,9,8,7,74.0,68.0,96.0,622
7,9,6,6,8,73.0,89.0,100.0,623
8,7,7,7,6,85.0,65.0,92.0,624
6,5,7,6,8,55.0,51.0,90.0,625
5,10,7,6,8,46.0,98.0,96.0,626
7,3,10,7,8,68.0,29.0,100.0,627
7,6,8,7,7,69.0,60.0,100.0,628
8,4,9,8,7,78.0,43.0,100.0,629
7,2,8,7,8,71.0,16.0,100.0,630
3,8,4,6,6,25.0,81.0,100.0,631
10,7,6,8,7,98.0,69.0,95.0,632
4,7,3,7,7,35.0,66.0,100.0,633
7,4,5,6,6,74.0,43.0,97.0,634
6,8,6,8,7,65.0,78.0,91.0,635
3,8,6,6,7,25.0,78.0,100.0,636
8,4,5,6,7,81.0,41.0,94.0,637
8,6,7,6,8,79.0,65.0,94.0,638
4,7,8,8,7,41.0,69.0,100.0,639
7,7,6,8,9,66.0,67.0,100.0,640
5,7,9,8,6,54.0,74.0,100.0,641
8,7,5,6,6,81.0,65.0,90.0,642
5,8,8,9,8,53.0,84.0,100.0,643
6,7,6,7,8,62.0,69.0,93.0,644
8,5,10,9,7,84.0,48.0,100.0,645
8,6,9,8,9,78.0,65.0,95.0,646
6,7,9,8,8,59.0,65.0,100.0,647
6,6,5,7,8,60.0,57.0,100.0,648
6,9,7,9,7,60.0,87.0,100.0,649
10,3,10,6,7,96.0,29.0,100.0,650
6,4,6,6,7,63.0,41.0,91.0,651
7,4,6,6,6,74.0,39.0,100.0,652
6,6,9,9,8,60.0,58.0,100.0,653
7,7,8,7,8,73.0,71.0,90.0,654
4,1,8,5,7,40.0,12.0,88.0,655
7,8,7,6,7,65.0,80.0,84.0,656
8,5,6,5,7,77.0,50.0,77.0,657
6,3,6,7,6,59.0,27.0,76.0,658
8,5,5,5,7,77.0,47.0,83.0,659
6,7,7,7,6,57.0,75.0,79.0,660
5,5,6,10,10,53.0,51.0,91.0,661
6,6,8,8,7,55.0,56.0,95.0,662
2,5,9,7,8,25.0,53.0,99.0,663
7,4,5,9,8,67.0,38.0,100.0,664
8,1,6,9,9,75.0,5.0,91.0,665
8,3,7,9,8,75.0,33.0,97.0,666
2,8,7,7,8,18.0,80.0,100.0,667
10,7,7,7,8,99.0,74.0,90.0,668
6,7,4,9,9,59.0,66.0,100.0,669
9,6,4,8,8,95.0,56.0,100.0,670
7,3,7,8,7,70.0,29.0,100.0,671
9,7,7,6,7,92.0,74.0,91.0,672
7,5,9,7,8,74.0,48.0,97.0,673
7,7,7,6,8,68.0,66.0,100.0,674
6,5,5,6,8,60.0,45.0,96.0,675
6,4,7,6,6,61.0,41.0,99.0,676
9,8,6,7,8,95.0,79.0,100.0,677
9,7,8,9,7,95.0,72.0,98.0,678
5,7,5,8,6,51.0,71.0,100.0,679
5,8,5,7,7,54.0,75.0,93.0,680
6,5,7,8,8,60.0,55.0,100.0,681
6,8,5,6,6,63.0,83.0,97.0,682
7,6,9,8,7,69.0,58.0,100.0,683
6,8,10,7,7,64.0,85.0,100.0,684
8,5,4,5,5,76.0,51.0,83.0,685
8,7,10,5,5,85.0,67.0,81.0,686
7,3,5,7,7,70.0,28.0,83.0,687
6,3,8,6,5,65.0,33.0,71.0,688
8,8,7,7,6,82.0,84.0,74.0,689
6,10,6,7,5,64.0,100.0,87.0,690
5,7,9,6,5,54.0,74.0,90.0,691
7,5,7,6,7,65.0,46.0,82.0,692
6,6,6,5,5,59.0,63.0,72.0,693
8,8,8,6,6,78.0,80.0,76.0,694
5,4,9,7,7,55.0,36.0,79.0,695
5,7,7,7,6,47.0,68.0,90.0,696
5,6,5,7,7,55.0,61.0,96.0,697
7,3,6,7,8,65.0,33.0,100.0,698
9,8,6,6,8,87.0,79.0,90.0,699
7,5,4,7,6,67.0,55.0,100.0,700
6,8,9,8,7,59.0,82.0,100.0,701
4,7,8,8,7,44.0,74.0,90.0,702
8,9,6,6,6,80.0,88.0,100.0,703
9,7,5,7,8,87.0,69.0,93.0,704
9,10,8,7,7,87.0,98.0,92.0,705
8,7,7,9,7,82.0,65.0,100.0,706
9,7,8,6,6,95.0,65.0,95.0,707
4,8,5,8,6,36.0,81.0,100.0,708
7,5,8,7,8,72.0,55.0,100.0,709
6,5,8,8,6,62.0,50.0,97.0,710
3,4,5,6,6,29.0,45.0,90.0,711
6,7,8,6,7,64.0,69.0,100.0,712
5,8,6,7,8,48.0,79.0,98.0,713
6,7,8,6,6,58.0,75.0,100.0,714
9,8,5,8,8,94.0,81.0,100.0,715
7,8,8,7,6,75.0,75.0,92.0,716
7,6,7,8,8,75.0,56.0,98.0,717
3,5,8,7,6,26.0,50.0,100.0,718
7,6,9,7,7,70.0,62.0,94.0,719
7,6,5,7,6,72.0,61.0,100.0,720
5,7,8,7,7,49.0,67.0,96.0,721
9,6,6,10,8,88.0,59.0,98.0,722
5,6,5,7,7,50.0,62.0,100.0,723
7,4,7,8,7,74.0,37.0,93.0,724
9,8,6,8,9,87.0,82.0,94.0,725
8,2,7,9,10,78.0,21.0,100.0,726
6,8,10,10,9,62.0,79.0,100.0,727
6,7,8,10,8,56.0,71.0,100.0,728
9,5,7,8,8,92.0,53.0,100.0,729
7,6,6,9,7,73.0,60.0,100.0,730
7,9,6,7,9,74.0,87.0,98.0,731
4,5,8,8,7,37.0,47.0,97.0,732
3,1,8,7,8,26.0,9.0,100.0,733
8,9,5,9,8,75.0,93.0,100.0,734
6,7,7,7,6,64.0,68.0,100.0,735
6,5,7,7,8,58.0,46.0,94.0,736
6,5,8,8,7,56.0,45.0,100.0,737
5,6,8,7,6,52.0,57.0,100.0,738
8,8,8,8,6,77.0,85.0,100.0,739
9,5,5,6,7,87.0,52.0,100.0,740
4,5,7,7,6,45.0,55.0,93.0,741
6,6,8,8,7,65.0,62.0,100.0,742
5,4,8,8,7,45.0,37.0,100.0,743
9,5,9,6,7,86.0,48.0,97.0,744
7,6,10,7,8,66.0,61.0,97.0,745
9,7,7,6,7,91.0,72.0,92.0,746
7,5,10,6,8,67.0,48.0,100.0,747
5,7,7,7,8,49.0,72.0,90.0,748
4,8,8,8,8,37.0,82.0,91.0,749
10,6,7,8,9,100.0,63.0,100.0,750
6,6,6,9,9,56.0,56.0,100.0,751
6,8,5,8,9,63.0,80.0,98.0,752
5,7,5,8,9,46.0,75.0,98.0,753
7,4,8,10,9,73.0,45.0,100.0,754
7,9,5,7,7,74.0,92.0,96.0,755
4,4,10,9,8,39.0,43.0,98.0,756
6,6,7,9,10,59.0,57.0,100.0,757
8,3,4,7,8,77.0,29.0,100.0,758
4,5,7,8,9,37.0,53.0,100.0,759
9,6,8,8,7,93.0,63.0,96.0,760
7,6,9,7,7,68.0,63.0,98.0,761
6,6,6,8,9,60.0,55.0,100.0,762
8,4,8,5,6,83.0,44.0,82.0,763
3,6,6,7,7,29.0,61.0,86.0,764
5,6,8,8,7,45.0,63.0,89.0,765
3,5,6,6,5,25.0,52.0,83.0,766
8,7,9,6,5,83.0,70.0,90.0,767
7,6,6,5,7,70.0,63.0,76.0,768
7,6,7,8,8,66.0,59.0,91.0,769
4,7,6,7,9,45.0,67.0,97.0,770
5,8,9,9,9,53.0,80.0,100.0,771
8,5,6,9,9,75.0,45.0,96.0,772
5,4,6,7,8,55.0,40.0,100.0,773
4,4,8,9,9,36.0,37.0,100.0,774
8,8,6,7,5,75.0,75.0,81.0,775
6,9,8,6,6,57.0,85.0,80.0,776
9,6,9,7,6,91.0,61.0,78.0,777
8,9,8,7,5,83.0,91.0,70.0,778
4,6,9,6,7,42.0,57.0,87.0,779
6,7,7,5,7,57.0,73.0,70.0,780
7,5,10,8,7,75.0,47.0,100.0,781
6,7,7,8,6,60.0,73.0,95.0,782
7,4,7,7,7,68.0,39.0,100.0,783
6,4,7,6,8,60.0,38.0,100.0,784
5,8,7,6,6,47.0,81.0,95.0,785
5,2,5,7,6,55.0,16.0,100.0,786
5,8,7,5,6,55.0,79.0,84.0,787
6,6,7,7,7,60.0,57.0,77.0,788
6,7,6,5,6,55.0,72.0,73.0,789
8,5,6,5,6,80.0,54.0,70.0,790
8,4,9,6,6,85.0,38.0,81.0,791
10,8,7,5,6,100.0,79.0,89.0,792
7,7,7,5,5,69.0,75.0,75.0,793
10,4,5,6,6,100.0,42.0,76.0,794
4,9,8,6,8,38.0,91.0,70.0,795
10,5,10,5,6,97.0,45.0,79.0,796
6,5,8,6,7,55.0,54.0,85.0,797
9,6,8,8,6,90.0,57.0,82.0,798
8,6,7,9,9,84.0,62.0,100.0,799
6,4,8,8,8,63.0,44.0,100.0,800
7,7,5,7,8,72.0,70.0,100.0,801
7,6,7,8,8,72.0,60.0,99.0,802
5,7,7,6,8,51.0,66.0,96.0,803
7,7,7,8,8,71.0,67.0,95.0,804
6,6,8,8,7,59.0,63.0,100.0,805
9,7,7,8,8,87.0,67.0,93.0,806
5,6,5,8,7,51.0,55.0,97.0,807
7,4,7,7,7,73.0,42.0,100.0,808
4,8,5,6,8,40.0,83.0,100.0,809
8,5,7,9,7,75.0,54.0,94.0,810
7,7,4,8,9,66.0,73.0,100.0,811
5,5,6,8,8,46.0,50.0,100.0,812
8,7,7,8,9,81.0,67.0,94.0,813
10,5,8,8,9,95.0,45.0,100.0,814
7,10,7,8,7,69.0,100.0,97.0,815
7,6,8,8,9,72.0,64.0,94.0,816
7,4,6,7,9,72.0,37.0,91.0,817
4,3,7,7,7,36.0,26.0,100.0,818
6,7,9,7,7,63.0,75.0,100.0,819
5,10,6,9,9,51.0,100.0,100.0,820
3,5,9,7,6,33.0,53.0,93.0,821
6,5,7,8,8,59.0,52.0,94.0,822
5,6,7,8,7,49.0,58.0,92.0,823
7,7,7,6,8,67.0,71.0,93.0,824
10,6,7,8,7,97.0,59.0,100.0,825
6,7,8,8,7,63.0,74.0,100.0,826
5,6,7,8,8,45.0,59.0,93.0,827
7,8,7,6,6,67.0,79.0,100.0,828
6,3,8,7,7,65.0,28.0,79.0,829
6,3,6,6,7,62.0,26.0,79.0,830
4,10,9,7,6,35.0,100.0,77.0,831
9,5,9,5,7,94.0,51.0,90.0,832
9,10,5,6,6,92.0,100.0,77.0,833
4,4,6,6,6,38.0,45.0,86.0,834
10,7,5,8,6,100.0,67.0,100.0,835
10,7,5,6,7,95.0,71.0,100.0,836
7,8,8,7,6,74.0,77.0,100.0,837
8,7,7,8,6,85.0,75.0,100.0,838
5,4,7,7,7,46.0,45.0,100.0,839
6,6,5,7,6,63.0,57.0,100.0,840
9,7,7,8,6,87.0,70.0,100.0,841
8,3,6,8,7,82.0,28.0,100.0,842
5,5,6,6,7,53.0,49.0,95.0,843
5,7,4,9,8,47.0,67.0,90.0,844
6,2,4,7,7,63.0,16.0,100.0,845
7,9,6,7,7,68.0,94.0,93.0,846
7,7,7,7,5,69.0,66.0,73.0,847
9,6,6,5,6,89.0,55.0,79.0,848
5,6,8,5,5,45.0,59.0,81.0,849
8,5,6,6,7,83.0,48.0,70.0,850
8,6,9,7,7,85.0,56.0,74.0,851
5,7,7,7,7,53.0,75.0,81.0,852
3,7,5,8,7,25.0,69.0,97.0,853
5,6,5,7,8,45.0,62.0,96.0,854
6,5,6,7,9,60.0,55.0,91.0,855
6,3,6,7,7,64.0,30.0,91.0,856
8,6,7,7,8,81.0,56.0,94.0,857
5,3,6,7,8,54.0,35.0,99.0,858
7,9,8,8,6,72.0,91.0,100.0,859
5,5,8,6,7,45.0,45.0,100.0,860
7,4,6,9,8,70.0,43.0,100.0,861
8,9,6,6,8,84.0,89.0,100.0,862
7,8,9,7,9,73.0,81.0,91.0,863
7,7,6,8,8,66.0,74.0,100.0,864
6,9,7,6,7,55.0,87.0,100.0,865
10,7,7,7,8,97.0,71.0,100.0,866
7,7,6,6,8,75.0,71.0,90.0,867
6,10,8,7,7,59.0,100.0,97.0,868
3,9,8,9,9,25.0,85.0,94.0,869
6,8,5,6,7,56.0,82.0,100.0,870
8,7,9,8,8,78.0,73.0,100.0,871
4,3,6,9,7,40.0,28.0,93.0,872
5,5,9,9,7,52.0,53.0,95.0,873
9,5,9,10,8,90.0,54.0,98.0,874
5,6,5,9,8,52.0,62.0,100.0,875
9,6,6,10,10,90.0,62.0,97.0,876
5,7,7,6,7,51.0,75.0,79.0,877
7,8,7,5,7,71.0,77.0,77.0,878
6,8,7,6,5,63.0,78.0,77.0,879
7,4,7,8,8,70.0,42.0,88.0,880
5,3,6,5,7,55.0,30.0,74.0,881
10,8,10,6,5,98.0,80.0,77.0,882
9,9,6,5,5,88.0,94.0,89.0,883
9,3,8,8,7,89.0,30.0,75.0,884
6,6,7,7,5,63.0,62.0,79.0,885
4,6,8,5,6,35.0,58.0,85.0,886
9,6,6,7,6,85.0,55.0,85.0,887
7,6,6,6,6,74.0,55.0,88.0,888
7,8,6,7,8,68.0,82.0,92.0,889
7,7,6,9,7,71.0,66.0,92.0,890
6,7,8,8,8,59.0,75.0,98.0,891
8,3,6,10,8,83.0,30.0,91.0,892
6,6,7,8,7,55.0,61.0,95.0,893
9,6,9,8,8,92.0,64.0,99.0,894
6,4,8,5,7,63.0,42.0,81.0,895
10,6,6,7,7,96.0,56.0,83.0,896
7,9,8,7,5,70.0,88.0,75.0,897
5,6,6,6,7,53.0,57.0,73.0,898
4,6,7,8,7,41.0,65.0,75.0,899
10,7,6,5,6,97.0,71.0,89.0,900
