session_id,participant_uuid,task_number,task_name,assigned_ai_type,assigned_persona,status,duration_minutes,started_at,completed_at
168,participant_028,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,54,2025-08-24T11:18:36.685955,2025-08-24T11:18:36.685955
169,participant_029,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,47,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
170,participant_029,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,40,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
171,participant_029,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,47,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
172,participant_029,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,50,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
173,participant_029,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,37,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
174,participant_029,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,54,2025-10-08T11:18:36.686061,2025-10-08T11:18:36.686061
175,participant_030,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,41,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
176,participant_030,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,51,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
177,participant_030,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,41,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
178,participant_030,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,37,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
179,participant_030,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,49,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
180,participant_030,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,49,2025-10-31T11:18:36.686172,2025-10-31T11:18:36.686172
181,participant_031,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Mentor Fatma - Supportive,Completed,38,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
182,participant_031,2,Voting System - Basit oylama mekanizması,Similar,Öğretmen Zeynep - Practical,Completed,54,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
183,participant_031,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,48,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
184,participant_031,4,NFT Minting - ERC721 benzeri NFT,Complementary,Mentor Fatma - Supportive,Completed,53,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
185,participant_031,5,Staking Contract - Token stake etme,Similar,Öğretmen Zeynep - Practical,Completed,46,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
186,participant_031,6,Auction System - Açık artırma sistemi,Similar,Öğretmen Zeynep - Practical,Completed,43,2025-09-26T11:18:36.686280,2025-09-26T11:18:36.686280
187,participant_032,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,48,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
188,participant_032,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,51,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
189,participant_032,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,45,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
190,participant_032,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,41,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
191,participant_032,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,39,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
192,participant_032,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,53,2025-10-24T11:18:36.686386,2025-10-24T11:18:36.686386
193,participant_033,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
194,participant_033,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
195,participant_033,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
196,participant_033,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,55,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
197,participant_033,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,54,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
198,participant_033,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,36,2025-09-16T11:18:36.686490,2025-09-16T11:18:36.686490
199,participant_034,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Deniz - DApp Architect,Completed,40,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
200,participant_034,2,Voting System - Basit oylama mekanizması,Similar,Elif - Security Aware,Completed,39,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
201,participant_034,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,42,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
202,participant_034,4,NFT Minting - ERC721 benzeri NFT,Similar,Elif - Security Aware,Completed,39,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
203,participant_034,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,52,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
204,participant_034,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,53,2025-11-09T11:18:36.686597,2025-11-09T11:18:36.686597
205,participant_035,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,44,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
206,participant_035,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,49,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
207,participant_035,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,46,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
208,participant_035,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,47,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
209,participant_035,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,40,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
210,participant_035,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,36,2025-09-19T11:18:36.686703,2025-09-19T11:18:36.686703
211,participant_036,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Mentor Fatma - Supportive,Completed,46,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
212,participant_036,2,Voting System - Basit oylama mekanizması,Complementary,Mentor Fatma - Supportive,Completed,40,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
213,participant_036,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Öğretmen Zeynep - Practical,Completed,39,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
214,participant_036,4,NFT Minting - ERC721 benzeri NFT,Similar,Öğretmen Zeynep - Practical,Completed,46,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
215,participant_036,5,Staking Contract - Token stake etme,Similar,Öğretmen Zeynep - Practical,Completed,42,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
216,participant_036,6,Auction System - Açık artırma sistemi,Complementary,Mentor Fatma - Supportive,Completed,46,2025-09-17T11:18:36.686805,2025-09-17T11:18:36.686805
217,participant_037,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
218,participant_037,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,37,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
219,participant_037,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,43,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
220,participant_037,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,54,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
221,participant_037,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,42,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
222,participant_037,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,40,2025-10-21T11:18:36.686912,2025-10-21T11:18:36.686912
223,participant_038,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,40,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
224,participant_038,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,53,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
225,participant_038,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,52,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
226,participant_038,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,37,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
227,participant_038,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,48,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
228,participant_038,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,44,2025-08-16T11:18:36.687017,2025-08-16T11:18:36.687017
229,participant_039,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,46,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
230,participant_039,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,49,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
231,participant_039,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,54,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
232,participant_039,4,NFT Minting - ERC721 benzeri NFT,Similar,Elif - Security Aware,Completed,42,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
233,participant_039,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,45,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
234,participant_039,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,45,2025-10-14T11:18:36.687125,2025-10-14T11:18:36.687125
235,participant_040,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,40,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
236,participant_040,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,51,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
237,participant_040,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,36,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
238,participant_040,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,35,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
239,participant_040,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,52,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
240,participant_040,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,45,2025-08-15T11:18:36.687232,2025-08-15T11:18:36.687232
241,participant_041,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,42,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
242,participant_041,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,45,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
243,participant_041,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,42,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
244,participant_041,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,44,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
245,participant_041,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,51,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
246,participant_041,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,51,2025-11-01T11:18:36.687337,2025-11-01T11:18:36.687337
247,participant_042,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,44,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
248,participant_042,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,46,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
249,participant_042,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,47,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
250,participant_042,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,38,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
251,participant_042,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,45,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
252,participant_042,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,39,2025-09-18T11:18:36.687451,2025-09-18T11:18:36.687451
253,participant_043,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Ali - Facilitator,Completed,39,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
254,participant_043,2,Voting System - Basit oylama mekanizması,Similar,Ali - Facilitator,Completed,54,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
255,participant_043,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,38,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
256,participant_043,4,NFT Minting - ERC721 benzeri NFT,Complementary,Mentor Fatma - Supportive,Completed,37,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
257,participant_043,5,Staking Contract - Token stake etme,Similar,Ali - Facilitator,Completed,54,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
258,participant_043,6,Auction System - Açık artırma sistemi,Complementary,Mentor Fatma - Supportive,Completed,37,2025-10-02T11:18:36.687557,2025-10-02T11:18:36.687557
259,participant_044,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,49,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
260,participant_044,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,50,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
261,participant_044,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Elif - Security Aware,Completed,52,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
262,participant_044,4,NFT Minting - ERC721 benzeri NFT,Complementary,Deniz - DApp Architect,Completed,48,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
263,participant_044,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,50,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
264,participant_044,6,Auction System - Açık artırma sistemi,Complementary,Deniz - DApp Architect,Completed,51,2025-09-23T11:18:36.687664,2025-09-23T11:18:36.687664
265,participant_045,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,43,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
266,participant_045,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,38,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
267,participant_045,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,47,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
268,participant_045,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,43,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
269,participant_045,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,55,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
270,participant_045,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,54,2025-11-04T11:18:36.687773,2025-11-04T11:18:36.687773
271,participant_046,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,35,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
272,participant_046,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,54,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
273,participant_046,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
274,participant_046,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,42,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
275,participant_046,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,50,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
276,participant_046,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,40,2025-10-27T11:18:36.687878,2025-10-27T11:18:36.687878
277,participant_047,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,48,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
278,participant_047,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,54,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
279,participant_047,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,49,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
280,participant_047,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,42,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
281,participant_047,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,36,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
282,participant_047,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,48,2025-10-16T11:18:36.687982,2025-10-16T11:18:36.687982
283,participant_048,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,52,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
284,participant_048,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,44,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
285,participant_048,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,45,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
286,participant_048,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,35,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
287,participant_048,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,44,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
288,participant_048,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,40,2025-09-07T11:18:36.688092,2025-09-07T11:18:36.688092
289,participant_049,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,55,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
290,participant_049,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,42,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
291,participant_049,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,35,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
292,participant_049,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,36,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
293,participant_049,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,53,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
294,participant_049,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,49,2025-10-27T11:18:36.688198,2025-10-27T11:18:36.688198
295,participant_050,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,38,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
296,participant_050,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,38,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
297,participant_050,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,42,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
298,participant_050,4,NFT Minting - ERC721 benzeri NFT,Similar,Elif - Security Aware,Completed,42,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
299,participant_050,5,Staking Contract - Token stake etme,Complementary,Deniz - DApp Architect,Completed,44,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
300,participant_050,6,Auction System - Açık artırma sistemi,Similar,Elif - Security Aware,Completed,37,2025-09-19T11:18:36.688303,2025-09-19T11:18:36.688303
301,participant_051,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,37,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
302,participant_051,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,41,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
303,participant_051,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,42,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
304,participant_051,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,53,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
305,participant_051,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,37,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
306,participant_051,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,37,2025-09-11T11:18:36.688409,2025-09-11T11:18:36.688409
307,participant_052,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,51,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
308,participant_052,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,36,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
309,participant_052,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,42,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
310,participant_052,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,35,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
311,participant_052,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,45,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
312,participant_052,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,54,2025-09-16T11:18:36.688514,2025-09-16T11:18:36.688514
313,participant_053,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,43,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
314,participant_053,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,50,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
315,participant_053,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,45,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
316,participant_053,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,55,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
317,participant_053,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,54,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
318,participant_053,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,48,2025-09-01T11:18:36.688623,2025-09-01T11:18:36.688623
319,participant_054,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,45,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
320,participant_054,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,52,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
321,participant_054,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,45,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
322,participant_054,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,36,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
323,participant_054,5,Staking Contract - Token stake etme,Similar,Deniz - DApp Architect,Completed,47,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
324,participant_054,6,Auction System - Açık artırma sistemi,Similar,Deniz - DApp Architect,Completed,55,2025-09-07T11:18:36.688731,2025-09-07T11:18:36.688731
325,participant_055,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,35,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
326,participant_055,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,46,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
327,participant_055,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,36,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
328,participant_055,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,36,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
329,participant_055,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,40,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
330,participant_055,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,43,2025-10-06T11:18:36.688838,2025-10-06T11:18:36.688838
331,participant_056,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,55,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
332,participant_056,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
333,participant_056,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,39,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
334,participant_056,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,40,2025-09-04T11:18:36.689005,2025-09-04T11:18:36.689005
