code_understandability,explanation_quality,educational_value,perceived_code_quality,perceived_security,best_aspect,improvement_needed,session_id
6,6,7,7,6,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,359
6,7,6,6,7,Açıklamalar çok netti,Görsel diyagramlar olabilir,360
6,6,6,8,6,Kod kalitesi iyiydi,,361
8,9,8,7,7,Adım adım öğretiyordu,Daha fazla örnek olabilir,362
9,9,8,9,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,363
7,7,7,8,6,Örnekler gerçekçiydi,Daha fazla örnek olabilir,364
8,7,8,8,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,365
8,6,6,6,8,Adım adım öğretiyordu,,366
7,9,8,8,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,367
7,7,9,8,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,368
9,8,8,7,7,Açıklamalar çok netti,Görsel diyagramlar olabilir,369
9,9,7,8,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,370
8,8,8,7,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,371
6,8,7,8,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,372
9,8,9,8,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,373
9,8,7,7,7,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,374
7,9,7,9,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,375
8,8,9,9,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,376
8,8,8,10,10,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,377
9,10,10,9,9,Açıklamalar çok netti,,378
9,8,7,9,7,Açıklamalar çok netti,Daha detaylı güvenlik analizi,379
8,8,9,8,9,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,380
9,8,7,9,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,381
6,6,9,6,6,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,382
6,8,8,7,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,383
6,8,8,8,8,Açıklamalar çok netti,Daha fazla örnek olabilir,384
8,8,6,6,6,Kod kalitesi iyiydi,,385
7,9,7,8,9,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,386
6,7,6,7,8,Adım adım öğretiyordu,,387
8,8,7,7,9,Adım adım öğretiyordu,Görsel diyagramlar olabilir,388
8,8,7,6,7,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,389
7,9,9,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,390
10,9,9,9,10,Açıklamalar çok netti,Görsel diyagramlar olabilir,391
7,7,8,7,7,Güvenlik konusunda bilinçliydi,,392
10,9,10,10,10,Açıklamalar çok netti,,393
8,9,9,10,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,394
7,8,9,8,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,395
8,9,10,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,396
8,9,7,9,7,Örnekler gerçekçiydi,,397
10,10,9,9,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,398
7,7,7,7,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,399
9,8,8,8,8,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,400
8,10,8,10,10,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,401
9,9,9,8,9,Kod kalitesi iyiydi,,402
9,8,8,9,8,Adım adım öğretiyordu,Görsel diyagramlar olabilir,403
8,8,8,8,7,Açıklamalar çok netti,,404
10,9,10,10,10,Örnekler gerçekçiydi,,405
10,10,8,10,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,406
7,9,9,8,7,Kod kalitesi iyiydi,Daha fazla örnek olabilir,407
10,10,9,10,10,Örnekler gerçekçiydi,,408
8,9,10,9,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,409
10,10,9,8,10,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,410
6,6,8,6,8,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,411
6,8,9,7,7,Kod kalitesi iyiydi,Daha fazla örnek olabilir,412
9,9,8,10,8,Güvenlik konusunda bilinçliydi,,413
10,9,9,10,10,Örnekler gerçekçiydi,,414
10,9,9,8,9,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,415
9,9,9,9,8,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,416
8,8,8,10,10,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,417
8,8,8,8,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,418
9,8,10,9,8,Güvenlik konusunda bilinçliydi,,419
10,10,10,10,10,Kod kalitesi iyiydi,Daha fazla örnek olabilir,420
7,7,8,7,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,421
9,8,10,9,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,422
8,7,9,7,7,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,423
8,8,7,8,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,424
8,8,8,9,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,425
7,9,10,7,7,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,426
7,6,7,7,7,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,427
8,7,9,9,7,Açıklamalar çok netti,Daha fazla örnek olabilir,428
7,7,8,9,8,Kod kalitesi iyiydi,,429
6,8,6,6,6,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,430
7,8,9,9,8,Adım adım öğretiyordu,,431
6,7,8,8,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,432
9,10,10,9,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,433
9,8,9,8,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,434
8,7,8,7,9,Adım adım öğretiyordu,Daha fazla örnek olabilir,435
10,10,10,9,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,436
10,9,9,8,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,437
9,9,10,9,10,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,438
7,6,8,8,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,439
9,7,9,8,9,Kod kalitesi iyiydi,,440
8,8,6,7,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,441
7,8,7,8,9,Açıklamalar çok netti,,442
7,8,8,7,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,443
9,8,9,7,9,Güvenlik konusunda bilinçliydi,,444
7,8,8,6,7,Adım adım öğretiyordu,,445
9,7,7,7,7,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,446
7,7,7,7,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,447
6,6,8,8,7,Güvenlik konusunda bilinçliydi,,448
9,7,8,7,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,449
8,8,9,9,9,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,450
10,9,10,10,10,Açıklamalar çok netti,,451
10,10,9,10,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,452
10,10,10,9,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,453
10,10,10,10,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,454
7,7,7,9,9,Güvenlik konusunda bilinçliydi,,455
8,8,8,8,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,456
8,8,9,8,10,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,457
8,9,8,10,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,458
9,8,7,8,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,459
10,10,10,10,10,Güvenlik konusunda bilinçliydi,,460
8,8,9,9,7,Güvenlik konusunda bilinçliydi,,461
9,10,10,10,9,Kod kalitesi iyiydi,,462
9,8,8,8,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,463
10,9,8,10,9,Adım adım öğretiyordu,Daha fazla örnek olabilir,464
9,10,10,10,10,Adım adım öğretiyordu,Daha fazla örnek olabilir,465
8,9,9,10,10,Adım adım öğretiyordu,Görsel diyagramlar olabilir,466
7,8,9,8,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,467
10,10,9,9,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,468
8,9,9,9,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,469
9,10,10,10,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,470
10,10,8,9,10,Açıklamalar çok netti,,471
10,10,9,10,10,Güvenlik konusunda bilinçliydi,,472
9,8,10,8,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,473
10,10,10,8,8,Güvenlik konusunda bilinçliydi,,474
8,7,8,8,7,Kod kalitesi iyiydi,,475
10,10,10,10,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,476
9,9,8,9,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,477
8,8,10,8,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,478
10,10,9,10,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,479
10,9,8,8,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,480
8,9,9,8,7,Kod kalitesi iyiydi,,481
6,6,7,8,7,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,482
6,8,8,6,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,483
8,9,7,7,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,484
8,9,9,8,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,485
9,9,9,9,8,Kod kalitesi iyiydi,,486
9,9,8,10,10,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,487
9,8,8,9,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,488
8,6,8,6,7,Açıklamalar çok netti,Görsel diyagramlar olabilir,489
8,9,8,9,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,490
9,8,9,9,10,Örnekler gerçekçiydi,Daha fazla örnek olabilir,491
9,9,8,8,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,492
8,10,8,8,9,Örnekler gerçekçiydi,,493
10,8,8,8,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,494
8,7,9,8,7,Açıklamalar çok netti,Daha detaylı güvenlik analizi,495
10,10,10,10,9,Adım adım öğretiyordu,,496
8,7,8,8,8,Kod kalitesi iyiydi,,497
8,9,9,10,10,Açıklamalar çok netti,Görsel diyagramlar olabilir,498
10,10,9,10,10,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,499
10,10,8,8,10,Örnekler gerçekçiydi,,500
9,9,10,9,10,Örnekler gerçekçiydi,,501
10,9,10,9,10,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,502
8,8,8,9,10,Açıklamalar çok netti,Daha fazla örnek olabilir,503
8,8,10,8,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,504
8,8,8,7,7,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,505
9,10,8,9,8,Adım adım öğretiyordu,Daha fazla örnek olabilir,506
7,9,9,9,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,507
10,9,9,9,10,Örnekler gerçekçiydi,,508
7,7,7,7,7,Açıklamalar çok netti,,509
9,9,9,10,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,510
7,7,8,6,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,511
7,7,6,8,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,512
8,8,6,7,7,Güvenlik konusunda bilinçliydi,,513
8,8,7,8,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,514
7,7,7,8,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,515
7,6,8,6,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,516
9,9,8,8,9,Örnekler gerçekçiydi,,517
10,10,9,10,10,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,518
7,8,9,9,8,Açıklamalar çok netti,,519
10,9,10,9,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,520
8,9,7,7,8,Örnekler gerçekçiydi,,521
9,9,9,8,7,Açıklamalar çok netti,,522
8,8,9,9,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,523
9,9,8,8,8,Açıklamalar çok netti,,524
10,8,8,8,10,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,525
10,10,8,8,8,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,526
9,9,7,8,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,527
10,8,10,8,8,Kod kalitesi iyiydi,Daha fazla örnek olabilir,528
9,10,10,8,9,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,529
9,8,8,7,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,530
10,9,10,10,10,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,531
7,9,9,9,9,Açıklamalar çok netti,,532
7,8,7,7,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,533
10,10,10,10,10,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,534
9,8,10,8,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,535
7,8,7,7,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,536
7,8,9,7,7,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,537
8,9,7,9,8,Kod kalitesi iyiydi,Daha fazla örnek olabilir,538
8,8,8,9,9,Açıklamalar çok netti,,539
8,9,9,8,9,Adım adım öğretiyordu,,540
10,10,10,10,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,541
9,8,9,9,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,542
9,8,8,8,9,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,543
8,8,10,8,8,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,544
8,8,8,8,8,Açıklamalar çok netti,,545
8,9,8,9,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,546
9,9,9,10,9,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,547
7,7,9,8,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,548
9,9,10,8,8,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,549
10,9,8,10,10,Kod kalitesi iyiydi,Daha fazla örnek olabilir,550
9,9,8,10,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,551
9,10,9,9,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,552
9,8,9,7,7,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,553
9,10,9,10,8,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,554
6,7,8,8,6,Güvenlik konusunda bilinçliydi,,555
7,9,10,9,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,556
7,8,8,8,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,557
7,9,8,8,7,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,558
8,8,8,7,6,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,559
8,8,7,7,9,Açıklamalar çok netti,,560
9,7,7,8,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,561
9,9,9,7,9,Kod kalitesi iyiydi,,562
7,9,7,9,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,563
8,8,7,6,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,564
7,8,9,9,7,Adım adım öğretiyordu,,565
8,8,7,8,9,Örnekler gerçekçiydi,,566
9,7,9,9,8,Adım adım öğretiyordu,Görsel diyagramlar olabilir,567
8,7,9,7,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,568
8,9,7,9,8,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,569
10,8,10,9,10,Açıklamalar çok netti,Daha fazla örnek olabilir,570
7,8,8,8,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,571
7,9,7,7,7,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,572
8,8,9,7,8,Açıklamalar çok netti,Daha fazla örnek olabilir,573
8,9,9,10,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,574
7,8,9,8,7,Adım adım öğretiyordu,Daha fazla örnek olabilir,575
8,10,9,10,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,576
9,7,9,9,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,577
7,9,8,9,7,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,578
9,8,10,9,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,579
7,7,9,8,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,580
7,8,7,9,7,Açıklamalar çok netti,Daha detaylı güvenlik analizi,581
8,8,7,8,7,Kod kalitesi iyiydi,,582
8,7,9,9,7,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,583
6,8,7,8,8,Açıklamalar çok netti,Daha fazla örnek olabilir,584
9,7,9,7,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,585
7,9,9,8,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,586
7,7,8,7,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,587
6,6,8,7,6,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,588
7,6,8,8,6,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,589
9,10,9,9,8,Güvenlik konusunda bilinçliydi,,590
9,9,7,8,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,591
9,9,9,7,8,Adım adım öğretiyordu,Daha fazla örnek olabilir,592
7,7,7,7,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,593
7,8,8,6,6,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,594
8,8,10,9,10,Açıklamalar çok netti,Daha fazla örnek olabilir,595
10,10,8,10,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,596
9,7,9,7,9,Adım adım öğretiyordu,Daha fazla örnek olabilir,597
7,7,9,9,7,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,598
8,10,8,9,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,599
10,9,8,8,9,Açıklamalar çok netti,,600
9,7,9,7,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,601
7,6,8,6,6,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,602
8,7,8,6,6,Adım adım öğretiyordu,Daha fazla örnek olabilir,603
9,8,8,8,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,604
8,8,8,10,10,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,605
8,8,8,9,10,Açıklamalar çok netti,Görsel diyagramlar olabilir,606
6,6,8,7,6,Güvenlik konusunda bilinçliydi,,607
8,8,9,9,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,608
7,7,10,7,7,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,609
8,8,8,7,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,610
10,9,8,8,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,611
7,8,9,9,9,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,612
8,9,7,8,7,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,613
7,6,8,7,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,614
8,7,9,8,8,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,615
8,7,8,9,7,Adım adım öğretiyordu,,616
7,8,9,8,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,617
7,7,8,7,7,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,618
7,8,8,8,9,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,619
9,9,8,10,10,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,620
9,7,7,9,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,621
9,10,9,9,8,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,622
10,10,10,10,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,623
9,9,8,10,9,Kod kalitesi iyiydi,,624
8,8,7,7,9,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,625
7,7,8,8,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,626
10,9,10,9,9,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,627
9,7,8,8,8,Adım adım öğretiyordu,Daha fazla örnek olabilir,628
10,10,9,8,10,Açıklamalar çok netti,Daha fazla örnek olabilir,629
7,8,9,9,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,630
10,8,9,9,9,Örnekler gerçekçiydi,,631
9,8,9,9,7,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,632
9,8,9,9,8,Açıklamalar çok netti,Görsel diyagramlar olabilir,633
9,10,9,8,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,634
10,10,9,10,9,Örnekler gerçekçiydi,,635
10,10,10,10,10,Kod kalitesi iyiydi,,636
10,10,9,10,10,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,637
10,10,10,10,9,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,638
8,7,8,8,7,Adım adım öğretiyordu,Daha fazla örnek olabilir,639
7,7,8,7,8,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,640
9,9,10,10,10,Örnekler gerçekçiydi,,641
8,7,9,9,9,Kod kalitesi iyiydi,,642
8,10,9,9,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,643
9,10,10,10,10,Açıklamalar çok netti,Daha detaylı güvenlik analizi,644
8,10,9,10,10,Örnekler gerçekçiydi,,645
9,8,10,8,9,Açıklamalar çok netti,,646
8,10,10,8,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,647
10,10,9,10,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,648
8,7,7,8,9,Adım adım öğretiyordu,,649
9,10,10,8,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,650
8,8,9,9,10,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,651
7,9,7,9,7,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,652
8,9,9,7,7,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,653
9,8,8,7,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,654
9,8,8,9,9,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,655
8,9,8,8,9,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,656
8,6,8,8,7,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,657
9,7,9,8,9,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,658
8,6,8,6,6,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,659
8,7,8,9,8,Kod kalitesi iyiydi,,660
9,9,9,9,8,Örnekler gerçekçiydi,Daha fazla örnek olabilir,661
8,6,7,8,7,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,662
6,6,7,8,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,663
9,8,7,9,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,664
8,8,8,8,7,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,665
8,7,7,7,7,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,666
8,8,9,8,9,Açıklamalar çok netti,Daha detaylı güvenlik analizi,667
8,10,8,8,8,Adım adım öğretiyordu,,668
9,9,9,7,9,Adım adım öğretiyordu,,669
10,8,9,9,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,670
8,8,9,10,10,Açıklamalar çok netti,Daha fazla örnek olabilir,671
10,9,10,10,9,Adım adım öğretiyordu,,672
6,7,8,6,6,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,673
10,9,8,9,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,674
6,7,6,7,7,Açıklamalar çok netti,Daha fazla örnek olabilir,675
10,9,9,9,9,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,676
9,7,7,9,7,Adım adım öğretiyordu,,677
8,6,7,8,8,Örnekler gerçekçiydi,Daha detaylı güvenlik analizi,678
10,10,10,10,9,Kod kalitesi iyiydi,Daha fazla örnek olabilir,679
8,10,9,9,10,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,680
9,8,7,8,7,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,681
9,9,10,9,10,Güvenlik konusunda bilinçliydi,Görsel diyagramlar olabilir,682
10,9,8,8,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,683
8,10,8,8,9,Örnekler gerçekçiydi,Daha fazla örnek olabilir,684
7,8,7,8,8,Örnekler gerçekçiydi,,685
6,6,9,8,7,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,686
6,7,9,7,6,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,687
9,10,8,9,9,Güvenlik konusunda bilinçliydi,Gas optimizasyonu eklenebilir,688
8,8,9,8,6,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,689
8,9,8,9,10,Güvenlik konusunda bilinçliydi,,690
7,8,9,7,7,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,691
7,6,8,6,6,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,692
9,7,7,8,8,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,693
6,6,9,8,8,Adım adım öğretiyordu,Daha detaylı güvenlik analizi,694
8,8,9,9,10,Açıklamalar çok netti,Gas optimizasyonu eklenebilir,695
9,8,8,9,7,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,696
8,7,9,9,9,Adım adım öğretiyordu,Görsel diyagramlar olabilir,697
7,8,7,6,6,Açıklamalar çok netti,Görsel diyagramlar olabilir,698
9,7,7,7,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,699
7,8,9,7,8,Kod kalitesi iyiydi,Daha detaylı güvenlik analizi,700
8,7,9,8,7,Örnekler gerçekçiydi,Daha fazla örnek olabilir,701
6,8,8,8,8,Güvenlik konusunda bilinçliydi,Daha detaylı güvenlik analizi,702
9,10,10,8,9,Örnekler gerçekçiydi,,703
8,8,9,10,8,Açıklamalar çok netti,Daha detaylı güvenlik analizi,704
8,8,10,8,10,Adım adım öğretiyordu,,705
7,8,9,7,9,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,706
10,8,9,10,9,Açıklamalar çok netti,,707
8,8,9,9,10,Kod kalitesi iyiydi,Gas optimizasyonu eklenebilir,708
6,8,6,7,7,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,709
8,10,9,8,8,Açıklamalar çok netti,Daha fazla örnek olabilir,710
8,9,7,8,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,711
8,9,8,9,8,Örnekler gerçekçiydi,Görsel diyagramlar olabilir,712
9,7,9,8,9,Açıklamalar çok netti,,713
8,7,9,8,9,Açıklamalar çok netti,Görsel diyagramlar olabilir,714
6,7,7,8,8,Güvenlik konusunda bilinçliydi,Daha fazla örnek olabilir,715
7,8,9,8,7,Örnekler gerçekçiydi,Gas optimizasyonu eklenebilir,716
10,9,8,10,8,Adım adım öğretiyordu,Gas optimizasyonu eklenebilir,717
7,8,8,8,8,Kod kalitesi iyiydi,Görsel diyagramlar olabilir,718
8,9,9,10,10,Açıklamalar çok netti,,719
